Match Number,Round Number,Date,Location,Home Team,Away Team,Result
143,15,09/12/2018 15:00,Stadio Carlo Castellani,Empoli,Bologna,2 - 1
148,15,09/12/2018 15:00,Stadio Ennio Tardini,Parma,Chievoverona,1 - 1
150,15,09/12/2018 15:00,Stadio Friuli,Udinese,Atalanta,1 - 3
144,15,09/12/2018 18:00,Stadio Luigi Ferraris,Genoa,Spal,1 - 1
146,15,09/12/2018 20:30,Stadio Giuseppe Meazza,Milan,Torino,0 - 0
157,16,15/12/2018 18:00,Stadio Giuseppe Meazza,Inter,Udinese,1 - 0
151,16,15/12/2018 20:30,Stadio Olimpico Grande Torino,Torino,Juventus,0 - 1
160,16,16/12/2018 12:30,Stadio Paolo Mazza,Spal,Chievoverona,0 - 0
155,16,16/12/2018 15:00,Stadio Artemio Franchi,Fiorentina,Empoli,3 - 1
156,16,16/12/2018 15:00,Stadio Benito Stirpe,Frosinone,Sassuolo,0 - 2
159,16,16/12/2018 15:00,Stadio Luigi Ferraris,Sampdoria,Parma,2 - 0
154,16,16/12/2018 18:00,Sardegna Arena,Cagliari,Napoli,0 - 1
